1	0	1	1	1	41	3	77	1	1	0	6	2	0	1	0	1	0	29	0	1	30	14	2	2	0	0	2	0	0	2	0	0	1	0	0	0	12	0	0	7	0	0	8	5	2	0	1	13	0	0	1	0	3	0	1	8	16	0	0	0	0	0	6	6	0	0	0	0	2	0	17	0	0	0	0	16	1	6	0	0	10	0	15	0	0	0	0	2	0	0	0	0	0	1	0	0	11	0	0	0	0	0	14	2	0	0	1	0	2	0	0	0	0	0	0	9	0	2	1	3	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	5	0	0	1	0	3	0	0	10	3	4	0	0	0	0	0	2	0	1	0	4	9	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	3	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	25	1	12	14	0	0	35	2	0	3	29	1	3	17	4	0	35	0	0	0	3	2	3	17	0	0	23	0	16	4	24	9	6	1	0	2	13	1	8	0	0	0	5	2	7	0	5	0	8	0	0	7	4	0	0	24	2	0	0	1	0	0	0	10	2	1	1	2	0	0	10	0	2	0	0	0	1	12	0	0	0	4	4	0	17	0	5	3	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	8	0	0	0	6	3	1	0	6	2	1	0	0	1	2	0	2	0	2	0	2	0	1	10	0	1	0	2	2	0	0	2	0	0	0	2	0	0	2	0	0	1	4	4	0	0	1	0	0	0	0	4	2	1	5	0	0	0	1	0	0	6	0	0	0	1	4	1	0	2	0	1	0	6	0	1	0	0	0	4	2	0	0	0	0	1	0	3	1	0	0	0	6	2	0	0	1	0	0	0	0	1	0	0	0	1	2	0	1	0	0	0	1	0	4	1	0	1	0	0	1	2	2	0	3	1	1
3	0	0	0	4	4	120	0	0	17	0	1	1	1	2	4	5	0	0	13	2	0	0	2	2	5	5	2	1	5	0	5	4	6	5	0	0	0	0	4	0	21	19	1	0	0	2	35	0	2	0	0	0	0	0	31	0	0	9	0	3	0	11	0	0	6	1	0	1	1	2	0	0	4	0	0	0	3	2	1	9	0	2	0	1	1	0	1	0	0	0	2	1	0	0	0	0	0	1	0	21	0	10	0	0	14	2	12	0	1	3	0	0	0	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	6	1	0	11	0	0	2	0	0	1	0	3	0	5	0	0	3	1	0	0	0	0	0	1	0	1	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	1	0	8	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	4	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	13	2	0	1	0	0	12	1	0	36	47	0	1	1	0	11	0	0	47	5	22	0	16	26	0	7	0	1	5	2	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0	14	0	3	4	3	0	0	0	0	0	31	19	2	0	0	0	0	3	14	9	1	0	1	1	0	0	0	9	0	0	0	0	6	0	0	0	4	0	1	0	0	15	0	0	10	3	8	2	14	1	0	2	0	0	1	0	0	0	0	1	1	0	0	1	0	4	2	2	0	1	0	11	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	5	0	2	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	2	0	3	6	3	0	0	0	0	0	0	3	1	0	0	1	0	0	0	6	0	1	1	0	1	0	0	1	5	9	1	0	0	0	0	0	1	0	2	0	0	4	1	0	0	0	0	0	0	0	3	3	0	0	1	0	1	0	0	0	2	0	0	1	0	0	2	0	0	0	1	0	0	0
5	0	0	0	0	0	3	9	0	1	0	3	0	0	5	9	4	0	3	0	10	8	1	9	7	1	1	5	0	1	9	0	0	4	5	2	12	3	2	0	3	2	3	0	0	8	0	1	15	0	2	4	0	0	0	3	1	1	2	1	4	2	4	1	0	2	5	1	1	5	1	3	0	4	0	1	6	2	0	0	0	3	2	3	1	1	12	0	0	0	0	6	0	0	0	2	0	4	0	0	1	2	1	3	4	1	1	1	0	15	0	0	0	0	0	2	16	0	0	2	4	0	1	0	2	2	0	2	1	0	0	0	0	0	0	0	1	1	1	2	1	0	0	2	1	0	1	1	0	0	6	4	0	10	2	3	0	1	0	1	0	0	1	1	0	1	1	0	9	1	1	0	0	0	1	1	0	1	0	0	0	2	1	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	0	9	0	1	3	1	1	2	3	0	0	14	2	0	0	1	0	1	1	0	1	0	0	8	5	3	2	0	0	1	0	1	0	20	19	1	0	1	0	24	1	1	0	0	0	0	0	25	0	0	2	0	3	0	9	0	0	4	4	0	1	1	0	0	0	3	0	1	0	3	1	0	8	1	1	1	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	25	0	6	1	0	9	0	10	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	3	2	0	6	0	1	1	0	0	2	2	2	0	3	0	0	0	1	1	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	10	0	0	2	4	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	6	0	0	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	0	7	0	0	0	0	1	0	0	9	17	0	0	0	0	0	6	5	0	0	0	0	0	0	13	0	0	0	0	11	2	5	0	0	6	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0	0	0	0	0	0	0	0	1	2	0	1	2	0	1	0	5	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	2	0	0	0	1	0	0	0	0	0	0	1	2	0	1	1	1	1	1	0	16	0	0	1	3	3	0	0	0	2	0	0	0	1	0	0	4	1	2	1	13	1	0	0	0	0	0	0	0	0	2	1	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0	3	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9	0	0	0	0	0	0	0	0	0	1	1	5	7	0	0	15	0	0	19	0	0	0	0	0	0	6	0	0	8	0	7	13	2	9	4	1	0	0	48	0	3	0	0	0	3	2	2	1	4	0	0	0	1	3	2	0	0	4	1	0	0	1	0	0	0	8	0	0	0	0	0	0	2	1	0	0	0	1	15	10	1	0	1	4	2	0	8	0	2	6	0	1	0	0	0	0	0	0	0	0	0	6	1	0	0	12	2	0	0	2	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	3	0	1	14	1	0	0	0	4	0	0	0	0	0	0	0	1	1	1	0	0	0	3	1	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	2	1	0	0	1	1	0	0	0	5	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	3	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0
10	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	1	1	16	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	1	3	0	0	0	3	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
